,Unnamed: 0,id,subject_class_x,subject_id,object_class,object_id,context_class_x,context_id,created_at,description,action_template_id,value,is_hidden,ext_data,created_at_year,created_at_quarter,created_at_month,created_at_date,created_at_weekday,created_at_hour,subject_class_y,context_class_y,Категория,action_category,action
1324,100252,567753,Comment,59126.0,User,68.0,Event,42337.0,1610451511,"Dolmatov, Evgeny создал новый комментарий ""Наш комбайн 8250 для покупки пока не рассматривает. Сказал что посмотрит с начала на Масей, а там видно будет."" в задаче - .",87.0,,False,,2021,1,1,2021-01-12,2,14,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
1326,100344,567661,Deal,3623.0,User,61.0,Deal,3623.0,1610448110,"Butyrin, Sergey, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №3623 - <rb-link object=""Deal"" text=""3623.Сделка с клиентом ОАО Студенецкий мукомольный завод S500"" params=""{&quot;id&quot;:3623,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 05.02.2021.",85.0,,False,,2021,1,1,2021-01-12,2,13,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1328,100345,567660,Deal,3624.0,User,61.0,Deal,3624.0,1610448093,"Butyrin, Sergey, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №3624 - <rb-link object=""Deal"" text=""3624.Сделка с клиентом ОАО Студенецкий мукомольный завод Р210"" params=""{&quot;id&quot;:3624,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 29.01.2021.",85.0,,False,,2021,1,1,2021-01-12,2,13,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1331,100402,567603,ProductPts,1357.0,User,61.0,Company,1384.0,1610446470,"Butyrin, Sergey создал новую запись о парке техники <rb-link object=""Product"" text=""Трактор New Holland T7060 PC RN76A3 C 100 01"" params=""{&quot;id&quot;:438,&quot;type&quot;:&quot;product&quot;}""></rb-link> SN ZLZT01004.",33.0,,False,,2021,1,1,2021-01-12,2,13,ProductPts,Company,Парк техники,fleet,создал новую запись о парке техники
1336,100397,567608,DealProduct,6647.0,User,61.0,Deal,4207.0,1610446717,"Butyrin, Sergey удалил товар <rb-link object=""Product"" text=""ТРАКТОР CASE Maxxum 125 Спецификация ALL/04"" params=""{&quot;id&quot;:41,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделке - <rb-link object=""Deal"" text=""4207.Сделка с клиентом ЗАО Башмаковский хлеб CNH"" params=""{&quot;id&quot;:4207,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",23.0,,False,,2021,1,1,2021-01-12,2,13,DealProduct,Deal,Сделка,deal,удалил товар из сделки
1338,100395,567610,Deal,4580.0,User,61.0,Deal,4580.0,1610446752,"Butyrin, Sergey создал новую сделку №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Клиент: <rb-link object=""Company"" text=""ЗАО Башмаковский хлеб"" params=""{&quot;id&quot;:1381}""></rb-link>.",9.0,,False,,2021,1,1,2021-01-12,2,13,Deal,Deal,Сделка,deal,создал новую сделку
1339,100394,567611,DealProduct,7142.0,User,61.0,Deal,4580.0,1610446813,"Butyrin, Sergey добавил 2 ед. товара <rb-link object=""Product"" text=""Трактор New Holland T6050 RCPC Delta Спецификация E 108 04"" params=""{&quot;id&quot;:624,&quot;type&quot;:&quot;product&quot;}""></rb-link> в сделку - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",19.0,,False,,2021,1,1,2021-01-12,2,13,DealProduct,Deal,Сделка,deal,добавил товар в сделку
1340,100393,567612,Deal,4580.0,User,61.0,Deal,4580.0,1610446817,"Butyrin, Sergey, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 27.01.2021.",85.0,,False,,2021,1,1,2021-01-12,2,13,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1342,100391,567614,Deal,4580.0,User,61.0,Deal,4580.0,1610446853,"Butyrin, Sergey, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 18.11.2020.",85.0,,False,,2021,1,1,2021-01-12,2,13,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1344,100389,567616,Deal,4580.0,User,61.0,Deal,4580.0,1610446856,"Butyrin, Sergey выбрал статус ""Контракт подписан"" в сделке - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",48.0,,False,,2021,1,1,2021-01-12,2,13,Deal,Deal,Сделка,deal,"выбрал статус ""Контракт подписан"" в сделке"
1345,100388,567617,DealActualStagePoint,172909.0,User,61.0,Deal,4580.0,1610446860,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 1. Сбор информации о клиенте (площади, культуры, технологии, парк техники) и его ЮЛ (организация, форма собственности) в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1346,100386,567619,DealActualStagePoint,172918.0,User,61.0,Deal,4580.0,1610446869,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 5.5. Имеет ли клиент представление именно о нашей технике в рамках конкретной потребности в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1347,100385,567620,DealActualStagePoint,172919.0,User,61.0,Deal,4580.0,1610446870,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 6. Клиент планирует контрактацию (не покупку!) в ближайшие 6 месяцев в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1348,100384,567621,DealActualStagePoint,172917.0,User,61.0,Deal,4580.0,1610446871,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 5.4. Какие бренды/модели рассматривает клиент по данной потребности в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1349,100383,567622,DealActualStagePoint,172916.0,User,61.0,Deal,4580.0,1610446872,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 5.3. Собственные возможности по приобретению (задаток, предоплата, открытие кредиты и лизинги) в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1350,100382,567623,DealActualStagePoint,172915.0,User,61.0,Deal,4580.0,1610446872,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 5.2. Когда техника нужна в хозяйстве в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1351,100381,567624,DealActualStagePoint,172914.0,User,61.0,Deal,4580.0,1610446873,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 5.1. Для каких конкретно задач нужна техника в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1355,100409,567596,DealActualStagePoint,156197.0,User,61.0,Deal,4207.0,1610446320,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 6. Проведение реализации (менеджер проектов в Коммуникации указывает дату и номер реализации по 1С) в сделке №4207 - <rb-link object=""Deal"" text=""4207.Сделка с клиентом ЗАО Башмаковский хлеб CNH"" params=""{&quot;id&quot;:4207,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1356,100435,567570,DealActualStagePoint,161523.0,User,61.0,Deal,4326.0,1610445424,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 6. ИТОГ: клиент точно определился с моделью техники (возможно наша и/или техника конкурентов) в сделке №4326 - <rb-link object=""Deal"" text=""4326.Сделка с клиентом КФХ Дон Т6050"" params=""{&quot;id&quot;:4326,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,12,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1357,100434,567571,DealActualStagePoint,161524.0,User,61.0,Deal,4326.0,1610445429,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 7. ИТОГ: клиент готов обсуждать конкретные условия сделки в сделке №4326 - <rb-link object=""Deal"" text=""4326.Сделка с клиентом КФХ Дон Т6050"" params=""{&quot;id&quot;:4326,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,12,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1358,100433,567572,Deal,4326.0,User,61.0,Deal,4326.0,1610445431,"Butyrin, Sergey изменил этап сделки №4326 - <rb-link object=""Deal"" text=""4326.Сделка с клиентом КФХ Дон Т6050"" params=""{&quot;id&quot;:4326,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 3. Переговоры. Клиент: <rb-link object=""Company"" text=""КФХ Дон"" params=""{&quot;id&quot;:3161}""></rb-link>.",14.0,,False,,2021,1,1,2021-01-12,2,12,Deal,Deal,Сделка,deal,изменил этап сделки
1359,100432,567573,DealActualStagePoint,161525.0,User,61.0,Deal,4326.0,1610445433,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 1. Работа с возражениями клиента в сделке №4326 - <rb-link object=""Deal"" text=""4326.Сделка с клиентом КФХ Дон Т6050"" params=""{&quot;id&quot;:4326,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,12,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1360,100431,567574,Deal,4326.0,User,61.0,Deal,4326.0,1610445451,"Butyrin, Sergey, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №4326 - <rb-link object=""Deal"" text=""4326.Сделка с клиентом КФХ Дон Т6050"" params=""{&quot;id&quot;:4326,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 24.11.2020.",85.0,,False,,2021,1,1,2021-01-12,2,12,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1361,100430,567575,Comment,59114.0,User,127.0,Event,42706.0,1610445465,"Annenkov, Aleksey создал новый комментарий ""17.11.2020 Выявлена потребность в приобретении пропашной сеялки 16 рядков. Провел краткую презентацию модельного ряда. Определили наиболее заинтересовавшие позиции. Предоставил КП клиенту, провел презентацию. Клиент думает."" в задаче - .",87.0,,False,,2021,1,1,2021-01-12,2,12,Comment,Event,Календарь,calendar,создал новый комментарий в событии календаря
1362,100429,567576,Event,42706.0,User,127.0,Event,42706.0,1610445465,"Задача завершена - Плановый визит. Ответственный: Annenkov, Aleksey. Автор: Annenkov, Aleksey. Клиент: <rb-link object=""Company"" text=""Ип глава КФХ Тумаков А.Н."" params=""{&quot;id&quot;:2747}""></rb-link>. Завершить не позднее: 17.11.2020.",50.0,,False,,2021,1,1,2021-01-12,2,12,Event,Event,Календарь,calendar,Завершено событие календаря
1367,100380,567625,DealActualStagePoint,172913.0,User,61.0,Deal,4580.0,1610446874,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 5. Выявление детальной информации (занести ответы на вопросы пп 5.1-5.5 в раздел «Коммуникация») в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1368,100422,567583,Comment,59115.0,User,61.0,Deal,4207.0,1610445953,"Butyrin, Sergey создал новый комментарий ""24.11.2020 Техника поставлена в хозяйство, подписаны оригиналы закрывающих документов."" в сделке №4207 - .",3.0,,False,,2021,1,1,2021-01-12,2,13,Comment,Deal,Сделка,deal,создал новый комментарий в сделке
1369,100420,567585,DealActualStagePoint,156190.0,User,61.0,Deal,4207.0,1610445961,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 2. Получение обратной связи от клиента по доставке и предпродажной подготовке в сделке №4207 - <rb-link object=""Deal"" text=""4207.Сделка с клиентом ЗАО Башмаковский хлеб CNH"" params=""{&quot;id&quot;:4207,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1370,100419,567586,DealActualStagePoint,156191.0,User,61.0,Deal,4207.0,1610445962,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 3. Уведомление TCSR о поставке техники (послепродажное обслуживание) в сделке №4207 - <rb-link object=""Deal"" text=""4207.Сделка с клиентом ЗАО Башмаковский хлеб CNH"" params=""{&quot;id&quot;:4207,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1371,100418,567587,Deal,4207.0,User,61.0,Deal,4207.0,1610445965,"Butyrin, Sergey изменил этап сделки №4207 - <rb-link object=""Deal"" text=""4207.Сделка с клиентом ЗАО Башмаковский хлеб CNH"" params=""{&quot;id&quot;:4207,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 7. Закрытие сделки. Клиент: <rb-link object=""Company"" text=""ЗАО Башмаковский хлеб"" params=""{&quot;id&quot;:1381}""></rb-link>.",14.0,,False,,2021,1,1,2021-01-12,2,13,Deal,Deal,Сделка,deal,изменил этап сделки
1372,100417,567588,ProductPts,1356.0,User,61.0,Company,1381.0,1610446160,"Butyrin, Sergey создал новую запись о парке техники <rb-link object=""Product"" text=""Трактор New Holland T7060 PC RN76A3 C 100 01"" params=""{&quot;id&quot;:438,&quot;type&quot;:&quot;product&quot;}""></rb-link> SN ZLZT01009.",33.0,,False,,2021,1,1,2021-01-12,2,13,ProductPts,Company,Парк техники,fleet,создал новую запись о парке техники
1373,100416,567589,Event,42707.0,User,127.0,Event,42707.0,1610446287,"Создана новая задача - Обсуждение сделок. Ответственный: Annenkov, Aleksey. Автор: Annenkov, Aleksey. Завершить не позднее: 18.11.2020.",24.0,,False,,2021,1,1,2021-01-12,2,13,Event,Event,Календарь,calendar,Создано новое событие календаря
1374,100415,567590,DealActualStagePoint,156192.0,User,61.0,Deal,4207.0,1610446306,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 1. Внесение техники в Парк клиента с указанием SN и года производства в сделке №4207 - <rb-link object=""Deal"" text=""4207.Сделка с клиентом ЗАО Башмаковский хлеб CNH"" params=""{&quot;id&quot;:4207,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1375,100414,567591,DealActualStagePoint,156193.0,User,61.0,Deal,4207.0,1610446309,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 2. Проверка наличия оригиналов договора (в УК в Химках или Липецке) в сделке №4207 - <rb-link object=""Deal"" text=""4207.Сделка с клиентом ЗАО Башмаковский хлеб CNH"" params=""{&quot;id&quot;:4207,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1376,100413,567592,DealActualStagePoint,156194.0,User,61.0,Deal,4207.0,1610446311,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 3. Получение оригиналов АПП с подписью и печатью клиента в сделке №4207 - <rb-link object=""Deal"" text=""4207.Сделка с клиентом ЗАО Башмаковский хлеб CNH"" params=""{&quot;id&quot;:4207,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1377,100412,567593,DealActualStagePoint,156195.0,User,61.0,Deal,4207.0,1610446314,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 4. Получение оригиналов УПД с подписью и печатью клиента в сделке №4207 - <rb-link object=""Deal"" text=""4207.Сделка с клиентом ЗАО Башмаковский хлеб CNH"" params=""{&quot;id&quot;:4207,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1378,100411,567594,DealActualStagePoint,156196.0,User,61.0,Deal,4207.0,1610446316,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 5. Получение оплаты/постоплаты по сделке в сделке №4207 - <rb-link object=""Deal"" text=""4207.Сделка с клиентом ЗАО Башмаковский хлеб CNH"" params=""{&quot;id&quot;:4207,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1379,100410,567595,DealActualStagePoint,156198.0,User,61.0,Deal,4207.0,1610446319,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 7. Запрос валидации Выигрыша на менеджера проектов в сделке №4207 - <rb-link object=""Deal"" text=""4207.Сделка с клиентом ЗАО Башмаковский хлеб CNH"" params=""{&quot;id&quot;:4207,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1380,100421,567584,DealActualStagePoint,156189.0,User,61.0,Deal,4207.0,1610445959,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 1. Отгрузка товара - контроль фактической доставки к клиенту в сделке №4207 - <rb-link object=""Deal"" text=""4207.Сделка с клиентом ЗАО Башмаковский хлеб CNH"" params=""{&quot;id&quot;:4207,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1381,100379,567626,DealActualStagePoint,172912.0,User,61.0,Deal,4580.0,1610446875,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 4. Выявление конкретной потребности – внесение техники в карточку сделки в раздел «Номенклатура» в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1382,100371,567634,DealActualStagePoint,172923.0,User,61.0,Deal,4580.0,1610446892,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 4. Запрос КП клиентом в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1383,100361,567644,Deal,4580.0,User,61.0,Deal,4580.0,1610446918,"Butyrin, Sergey изменил этап сделки №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новый этап: 4. Договорная работа. Клиент: <rb-link object=""Company"" text=""ЗАО Башмаковский хлеб"" params=""{&quot;id&quot;:1381}""></rb-link>.",14.0,,False,,2021,1,1,2021-01-12,2,13,Deal,Deal,Сделка,deal,изменил этап сделки
1384,100348,567657,Deal,3771.0,User,61.0,Deal,3771.0,1610447930,"Butyrin, Sergey, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №3771 - <rb-link object=""Deal"" text=""3771.Сделка с клиентом ООО Красная Горка М340"" params=""{&quot;id&quot;:3771,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 26.02.2021.",85.0,,False,,2021,1,1,2021-01-12,2,13,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1385,100374,567631,DealActualStagePoint,172926.0,User,61.0,Deal,4580.0,1610446887,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 7. ИТОГ: клиент готов обсуждать конкретные условия сделки в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1386,100360,567645,DealActualStagePoint,172934.0,User,61.0,Deal,4580.0,1610446922,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 1.	Получение и проверка реквизитов покупателя в RB в разделе Контрагенты в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1387,100359,567646,DealActualStagePoint,172935.0,User,61.0,Deal,4580.0,1610446924,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 2.	Согласование сроков и этапов подписания договора с клиентом в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1388,100358,567647,DealActualStagePoint,172938.0,User,61.0,Deal,4580.0,1610447289,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 5.	Согласование и подписание соглашения о задатке в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1389,100350,567655,Deal,4032.0,User,61.0,Deal,4032.0,1610447812,"Butyrin, Sergey, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №4032 - <rb-link object=""Deal"" text=""4032.Сделка с клиентом ООО Кандиевское ПК ER"" params=""{&quot;id&quot;:4032,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 05.02.2021.",85.0,,False,,2021,1,1,2021-01-12,2,13,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1390,100351,567654,Deal,4235.0,User,61.0,Deal,4235.0,1610447780,"Butyrin, Sergey, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №4235 - <rb-link object=""Deal"" text=""4235.Сделка с клиентом ЗАО Петровский хлеб S470"" params=""{&quot;id&quot;:4235,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 19.02.2021.",85.0,,False,,2021,1,1,2021-01-12,2,13,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1391,100373,567632,DealActualStagePoint,172925.0,User,61.0,Deal,4580.0,1610446888,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 6. ИТОГ: клиент точно определился с моделью техники (возможно наша и/или техника конкурентов) в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
1392,100352,567653,Deal,4325.0,User,61.0,Deal,4325.0,1610447752,"Butyrin, Sergey, Менеджер по продажам техники, изменил значение в поле ""Дата контрактации"" в сделке №4325 - <rb-link object=""Deal"" text=""4325.Сделка с клиентом СПК Широкополье СХ8.80"" params=""{&quot;id&quot;:4325,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 20.11.2020.",85.0,,False,,2021,1,1,2021-01-12,2,13,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
1393,100372,567633,DealActualStagePoint,172924.0,User,61.0,Deal,4580.0,1610446891,"Butyrin, Sergey, Менеджер по продажам техники, выбрал пункт чек-листа 5. ИТОГ: у клиента сформировано четкое намерение законтрактоваться в ближайшие 3 месяца в сделке №4580 - <rb-link object=""Deal"" text=""4580.Сделка с клиентом ЗАО Башмаковский хлеб NH N6050"" params=""{&quot;id&quot;:4580,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-12,2,13,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
